title,url
Doc's Place 2 @MPlace with Wifi &Cable TV,https://www.airbnb.com/rooms/17132102?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
The Northern Oasis,https://www.airbnb.com/rooms/48544938?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
💜Self check-in furnished studio w/ netflix & wifi,https://www.airbnb.com/rooms/32721928?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
Simple family room at QC with basic amenities,https://www.airbnb.com/rooms/48608824?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
Cozy & Premium Fully Furnished Condo - Amaia Steps,https://www.airbnb.com/rooms/41706003?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
2 Bedroom Condo near  Gate at Trees Residences,https://www.airbnb.com/rooms/27120961?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
SMDC Grass Residences Fully furnished unit,https://www.airbnb.com/rooms/33944408?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
"SM Trees w/65"" TV, aircon,ref,net,heater,1 bedroom",https://www.airbnb.com/rooms/41029805?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
Staycation Studio Room Trees Residence,https://www.airbnb.com/rooms/46457566?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
Ruby’s Apartments (Studio Apartment A),https://www.airbnb.com/rooms/42498361?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
Cool Staycation at Mplace with Netflix & WIFI 2324,https://www.airbnb.com/rooms/47802273?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
"CHEAP, COZY, FR 1",https://www.airbnb.com/rooms/20566997?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
"1 Bedroom Apartment no.1 in Tandang Sora, QC",https://www.airbnb.com/rooms/37810941?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
2 BR Condo at Tower 1 of  Trees Residences,https://www.airbnb.com/rooms/38420293?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
Cozy cool Queen bed for 2 with WIFI & TV #Room E,https://www.airbnb.com/rooms/25815332?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
Transient in Quezon City,https://www.airbnb.com/rooms/42321705?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
"Gabrielle's Place, entire house with 2 aircon room",https://www.airbnb.com/rooms/35948260?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
2BR Condo at Trees Residences,https://www.airbnb.com/rooms/25195546?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
Mikhail Comfy Place 1BR w/ WIFI @ Trees Residences,https://www.airbnb.com/rooms/39155536?previous_page_section_name=1000&federated_search_id=8840032b-44ec-4fb3-95b4-6ec557a2053f
Trees Residences,https://www.airbnb.com/rooms/28671624?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
"AVE Homes near SM North Edsa, Trinoma &  Landmark",https://www.airbnb.com/rooms/34689393?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
SMDC Grass Residences FullyFurnished 1bedroom Unit,https://www.airbnb.com/rooms/32048161?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Cozy & Affordable Condo-Fairview Trees Residences,https://www.airbnb.com/rooms/18826408?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Cedar@Trees Resdncs+Quiet WFH+Staycation amenities,https://www.airbnb.com/rooms/48216903?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Jean @ Trees Residences,https://www.airbnb.com/rooms/48671311?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
2BR Unit @Francesca Royale Condo near SM North QC,https://www.airbnb.com/rooms/33998217?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Quezon City Furnished Unit-F(Clean.Quiet.Relax),https://www.airbnb.com/rooms/27952197?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
TREES RESIDENCES 2BR PARIS AMBIANCE CONDO UNIT,https://www.airbnb.com/rooms/48594235?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Fully Furnished 1BR Cozy Place in QC,https://www.airbnb.com/rooms/35979849?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
2br at Trees Res. (near Sm Fairview Quezon City),https://www.airbnb.com/rooms/27911361?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Ohana@ Trees Residences Novaliches Quezon City Mnl,https://www.airbnb.com/rooms/44614922?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Rosie's Place - a comfy space @ trees residences,https://www.airbnb.com/rooms/41327854?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
SMDC Grass Residences (near SM City),https://www.airbnb.com/rooms/42701178?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
1BR Trees Residences with Netflix and Unli WiFi,https://www.airbnb.com/rooms/31293016?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Best View in Berkeley Residences,https://www.airbnb.com/rooms/31213703?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Commonwealth by Century Condo Unit (Studio),https://www.airbnb.com/rooms/47787669?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Brand New Room w/ Balcony&WiFi(2),https://www.airbnb.com/rooms/5692691?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Ara's Place at the heart of Fairview Quezon City,https://www.airbnb.com/rooms/44592179?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
Everything brand new fully furnished studio,https://www.airbnb.com/rooms/46723545?previous_page_section_name=1000&federated_search_id=500f9866-bcfd-46f0-b176-501ce3a0c3a8
The Prime 852 at Trees Residences / 2BR Netflix,https://www.airbnb.com/rooms/24702376?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
MORI RESIDENCE @SMDC TREES,https://www.airbnb.com/rooms/35045387?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
"Sophia's Haven. Cozy 23 sqm unit in Mplace, QC",https://www.airbnb.com/rooms/23094970?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
Condo Quezon City,https://www.airbnb.com/rooms/24088985?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
"Spacious Condo in Q.C. w/ WIFI,CABLE near SM North",https://www.airbnb.com/rooms/38166117?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
1BR Fully furnished unit rent at Trees Residences,https://www.airbnb.com/rooms/30602630?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
Cozy cool Queen bed For 2 Room F,https://www.airbnb.com/rooms/26268062?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
Aunt-Loi Staycation,https://www.airbnb.com/rooms/48648334?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
COZY STUDIO UNIT IN COMMONWEALTH QUEZON CITY,https://www.airbnb.com/rooms/42674624?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
"North Pointe Residences, North EDSA, Quezon City",https://www.airbnb.com/rooms/42075152?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
Mplace beautiful unit with WIFI at QC 1633,https://www.airbnb.com/rooms/47440348?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
Quezon City Furnished Unit-(E) for Transients,https://www.airbnb.com/rooms/28219371?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
Trees Residences 2BR/WiFi Netflix by JomsKaizer :),https://www.airbnb.com/rooms/15286888?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
High End Condo Friendly Price,https://www.airbnb.com/rooms/42556540?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
⭐⭐⭐⭐⭐ Butler's BnB (C) @ Trees Residences QC Phil,https://www.airbnb.com/rooms/35956653?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
CARNIVAL CONDO,https://www.airbnb.com/rooms/48320381?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
Ate Ann's Place Trees Residences,https://www.airbnb.com/rooms/38536450?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
Feels like home to relax (Trees Residences Tower1),https://www.airbnb.com/rooms/38025463?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
Cozy Studio at Wil Tower,https://www.airbnb.com/rooms/32455686?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
"Cozy Studio room, University Tower 2",https://www.airbnb.com/rooms/45716319?previous_page_section_name=1000&federated_search_id=0b4d861a-ed13-4812-ba05-64460ff0c52e
Sym’s,https://www.airbnb.com/rooms/39061165?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
"1Br, Comfy & Affordable in Center City",https://www.airbnb.com/rooms/2183956?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Casa Margarita,https://www.airbnb.com/rooms/30106306?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Quezon City Studio -B )Furnished unit~(1st floor ),https://www.airbnb.com/rooms/32197579?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Smdc Trees Residences near Sm fairview,https://www.airbnb.com/rooms/31679755?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Ruby's Apartments (Apartment 3),https://www.airbnb.com/rooms/42124536?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Staycation at mplace,https://www.airbnb.com/rooms/48049357?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Relaxing Staycation with FREE Wifi and Netflix!,https://www.airbnb.com/rooms/40183438?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
The Avene Residences Studio Unit w/Balcony,https://www.airbnb.com/rooms/48124500?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Private Room (Shared unit)  GMA Kamuning MRT QC,https://www.airbnb.com/rooms/31048784?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
A PLACE LIKE HOME IN QUEZON CITY,https://www.airbnb.com/rooms/31048692?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
"Near sm fairview, terraces and robinson",https://www.airbnb.com/rooms/38982636?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
"2BR Bright & Stylish condo w/wifi,Nflix,Pool",https://www.airbnb.com/rooms/34803336?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Tara Residences,https://www.airbnb.com/rooms/41216332?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Araneta City  Center Urban Sanctuary,https://www.airbnb.com/rooms/44600803?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
"New Bldg, Gym, Pool, Ateneo, UP, 50 mbps Wifi!",https://www.airbnb.com/rooms/34024385?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
1008 Couple staycation Netfix and WiFi Quezon City,https://www.airbnb.com/rooms/47338843?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Steve's 2nd StudioCondo w/ Balcony The North Grove,https://www.airbnb.com/rooms/18204417?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Shaz’s Mplace - Condo Unit w/ WIFI & Netflix,https://www.airbnb.com/rooms/31604959?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
Berkeley / Katipunan/ QC/ Wifi/ Netflix/Ateneo/ UP,https://www.airbnb.com/rooms/39824482?previous_page_section_name=1000&federated_search_id=022c1a01-c5fb-465d-b7d3-47d1c79a315d
"Cozy Pad in M Place condominium
with 30mbps WiFi.",https://www.airbnb.com/rooms/29089742?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
1BRw/Balcony @ Trees Residences  WIFI and Netflix,https://www.airbnb.com/rooms/31213759?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
SM Grass PenthouseView w/ wi-fi,https://www.airbnb.com/rooms/5127826?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Fairview staycation by Gladisha,https://www.airbnb.com/rooms/32101082?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
1 BR w Pool View - The Blue Vista@Trees Residences,https://www.airbnb.com/rooms/40815367?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Dorie's Nook @ Trees with netflix,https://www.airbnb.com/rooms/33849761?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Cozy studio unit at rooftop w/mountainview &netflx,https://www.airbnb.com/rooms/33594671?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Bliss' Place.  A Comfortable place in Quezon City,https://www.airbnb.com/rooms/24700017?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
1 Bedroom bare unit for longterm lease,https://www.airbnb.com/rooms/43554863?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
LeGrand 3 - Swiss Studio Unit with 20MBPS Internet,https://www.airbnb.com/rooms/26088990?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Best Value: 38-Sqm Condo In Timog Quezon City,https://www.airbnb.com/rooms/40303030?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
1 BR condo near SM North Edsa,https://www.airbnb.com/rooms/39801825?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Studio Unit @ Congressional Town Center,https://www.airbnb.com/rooms/40433605?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Quezon City Residence,https://www.airbnb.com/rooms/48701842?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Trees Residences Condo unit with Unlimited WIFI,https://www.airbnb.com/rooms/22722125?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Cozy Private Nest @ Trees Residences,https://www.airbnb.com/rooms/35406279?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Lucky 8 Industrial Design@Engineer Pabs place Smdc,https://www.airbnb.com/rooms/37254944?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Cozy condo,https://www.airbnb.com/rooms/29204341?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Condo Unit for Rent cozy and cold air-conditioning,https://www.airbnb.com/rooms/48144329?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Doc's Place 1 @MPlace with Wifi &Cable TV,https://www.airbnb.com/rooms/15774338?previous_page_section_name=1000&federated_search_id=bfe0dba5-6ff0-4185-b4ba-0fdedc92234b
Fresh& Comfy Studio w/Netflix & HD Cable,https://www.airbnb.com/rooms/42765158?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Fully Furnished Studio Unit behind Ever Mall,https://www.airbnb.com/rooms/33457081?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
High-Tech Studio @ Grass Residences -2persons only,https://www.airbnb.com/rooms/42209231?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Aqua2331 MyPlace (free wifi and Netflix),https://www.airbnb.com/rooms/48555620?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
"Grass Residences T4 at SM North, W/ WIFI & Netflix",https://www.airbnb.com/rooms/32173852?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
"Amazing Studio, Sunset and City view.",https://www.airbnb.com/rooms/34758897?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
MPlace Romantic w/ Netflix+Cooking+Wifi+Games,https://www.airbnb.com/rooms/39347082?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Trees Residences near Sm Fairview w/wifi,https://www.airbnb.com/rooms/38527259?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Zinnia tower condo,https://www.airbnb.com/rooms/24860049?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Minimalist Studio Condo Unit @ MPlace Quezon Ave,https://www.airbnb.com/rooms/48151861?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Sky Tower 3  GRASS Condo,https://www.airbnb.com/rooms/21329301?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Homey and Clean 1 bedroom unit @MPlace,https://www.airbnb.com/rooms/24396917?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Affordable condominium w/ free use pool and gym,https://www.airbnb.com/rooms/35857189?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Cozy Home in Caloocan Blessed Haven,https://www.airbnb.com/rooms/41326597?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Montalban Bright and peaceful small house,https://www.airbnb.com/rooms/41796073?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
"Comfy Abode w/ high-speed WIFI, Lounge and Netflix",https://www.airbnb.com/rooms/8321753?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Studio type room with PLDT homefiber,https://www.airbnb.com/rooms/36433462?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Trees Residences 2br Fairview Quezon City,https://www.airbnb.com/rooms/24171873?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Trees Residences 1BR/Balcony WiFi/netflix by Jhoms,https://www.airbnb.com/rooms/29475194?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
Las Casas Filipinas de Acuzar View Third Room,https://www.airbnb.com/rooms/48216720?previous_page_section_name=1000&federated_search_id=0e5d91e5-2c20-4e5a-aa29-dcd66659a734
